,Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Company,Company_real
1449,Samsung SGH-i740C,2008-10-01,2008,1450,0.031220435,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.14324693,0.237704918,0.050032072,0.009357001,0.00862069,0.249116608,Samsung,Samsung
1450,Samsung SGH-i900L,2008-10-01,2008,1451,0.062471389,0.004193611,0.311686129,0.107913669,0.12195122,0.103174603,0.137517053,0.258196721,0.041051956,0.007622637,0.013362069,0.257193337,Samsung,Samsung
1451,Samsung SGH-i907 Epix,2008-10-01,2008,1452,0.062471389,0.004193611,0.112095115,0.057553957,0.089430894,0.142857143,0.14952251,0.274180328,0.04425914,0.010341948,0.014008621,0.336446239,Samsung,Samsung
1452,Sony Ericsson Xperia X1 / X1i / X1c (SE Venus),2008-10-01,2008,1453,0.124973296,0.008388246,0.263664231,0.09352518,0.154471545,0.380952381,0.125784447,0.25204918,0.069916613,0.01171231,0.02112069,0.674911661,Sony Ericsson,Sony Ericsson
1453,T-Mobile G1 (HTC Dream 100),2008-10-01,2008,1454,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,T-Mobile,T-Mobile
1454,TechFaith Pebble,2008-10-01,2008,1455,0.031220435,0.002096294,0.100089641,0.050359712,0.089430894,0.103174603,0.165075034,0.313934426,0.053880693,0.016679871,0.021551724,0.301615346,TechFaith,TechFaith Wirelessæ
1455,AnyDATA ASP-505A,2008-11-01,2008,1456,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.140518417,0.217213115,0.052597819,0.00867182,0.012931034,0.249116608,AnyDATA,Anydata Corporation
1456,AT_T HTC Fuze (HTC Raphael 110),2008-11-01,2008,1457,0.140598773,0.008388246,0.263664231,0.079136691,0.154471545,0.301587302,0.121418827,0.217213115,0.076330981,0.030790313,0.036422414,0.17617365,AT_T,AT&T
1457,Dopod Touch T3238 (HTC Jade 100),2008-11-01,2008,1458,0.093722343,0.004193611,0.263664231,0.079136691,0.056910569,0.142857143,0.12851296,0.217213115,0.053880693,0.007536989,0.007758621,0.254164563,Dopod,HTC
1458,Dopod Touch Viva T2222 (HTC Opal 100),2008-11-01,2008,1459,0.062471389,0.004193611,0.100089641,0.079136691,0.056910569,0.142857143,0.14324693,0.227459016,0.061898653,0.011348307,0.010775862,0.254164563,Dopod,HTC
1459,Hewlett-Packard iPAQ Data Messenger,2008-11-01,2008,1460,0.062471389,0.004193611,0.263664231,0.079136691,0.056910569,0.142857143,0.137789905,0.266393443,0.07248236,0.014774212,0.021551724,0.247097426,Hewlett-Packard,Hewlett-Packard
1460,Hewlett-Packard iPAQ Voice Messenger (HP Silver),2008-11-01,2008,1461,0.062471389,0.004193611,0.263664231,0.050359712,0.056910569,0.142857143,0.118690314,0.266393443,0.048107761,0.007151575,0.01012931,0.308430086,Hewlett-Packard,Hewlett-Packard
1462,HTC MAX 4G T8290 (HTC Quartz) ,2008-11-01,2008,1463,0.140598773,0.004193611,0.263664231,0.151079137,0.154471545,0.380952381,0.154433834,0.264344262,0.050032072,0.011862193,0.019612069,0.50454316,HTC,HTC
1463,HTC S740 (HTC Rose 100),2008-11-01,2008,1464,0.124973296,0.004193611,0.263664231,0.050359712,0.056910569,0.142857143,0.100682128,0.275819672,0.067350866,0.008500525,0.017241379,0.308430086,HTC,HTC
1464,HTC Touch 3G T3232 (HTC Jade 100),2008-11-01,2008,1465,0.093722343,0.004193611,0.263664231,0.079136691,0.056910569,0.142857143,0.12851296,0.217213115,0.053880693,0.007536989,0.007758621,0.254164563,HTC,HTC
1465,HTC Touch Viva T2223 (HTC Opal 100),2008-11-01,2008,1466,0.062471389,0.004193611,0.100089641,0.079136691,0.056910569,0.142857143,0.14324693,0.227459016,0.061898653,0.011348307,0.010775862,0.254164563,HTC,HTC
1466,ICD Velocity Mobile 111,2008-11-01,2008,1467,0.062471389,0.004193611,0.263664231,0.057553957,0.089430894,0.103174603,0.151432469,0.274590164,0.057087877,0.013660793,0.018318966,0.298334175,ICD,Inventec Corporation
1467,Mio C728 Digi-Walker,2008-11-01,2008,1468,0.031220435,0.031878203,0.199635034,0.381294964,0.284552846,0.222222222,0.478854025,0.303278689,0.108402822,0.100807229,0.068965517,0.22387683,Mio,MiTAC International Corp
1468,Navon N250,2008-11-01,2008,1469,0.031220435,0.001047635,0.197634121,0.129496403,0.089430894,0.103174603,0.255661664,0.119672131,0.073123797,0.019913068,0.00862069,0.17617365,Navon,Navon MIZU
1469,Navon N450,2008-11-01,2008,1470,0.031220435,0.001047635,0.197634121,0.18705036,0.154471545,0.119047619,0.298772169,0.12704918,0.076330981,0.026315226,0.026939655,0.21251893,Navon,Navon MIZU
1470,Navon N460,2008-11-01,2008,1471,0.031220435,0.001047635,0.197634121,0.18705036,0.154471545,0.119047619,0.320600273,0.143442623,0.073123797,0.029591247,0.026939655,0.21251893,Navon,Navon MIZU
1471,Navon N550,2008-11-01,2008,1472,0.031220435,0.001047635,0.199635034,0.18705036,0.154471545,0.119047619,0.299317872,0.129918033,0.073123797,0.025694281,0.023706897,0.21251893,Navon,Navon MIZU
1472,NDrive G280S,2008-11-01,2008,1473,0.031220435,0.001047635,0.185628647,0.129496403,0.089430894,0.103174603,0.227830832,0.106557377,0.08274535,0.01802882,0.017241379,0.17617365,NDrive,NDrive
1473,Nokia 6650-2 fold,2008-11-01,2008,1474,0.031220435,0.002096294,0.184127962,0.035971223,0.056910569,0.142857143,0.111323329,0.207786885,0.064785119,0.006916044,0.011206897,0.345784957,Nokia,Nokia Corporation
1474,Nokia E63,2008-11-01,2008,1475,0.062471389,0.004193611,0.184127962,0.050359712,0.089430894,0.103174603,0.14324693,0.262295082,0.04425914,0.00912147,0.014224138,0.315244826,Nokia,Nokia Corporation
1475,Nokia N96-3 NAM,2008-11-01,2008,1476,0.062471389,0.004193611,0.131604011,0.079136691,0.056910569,0.142857143,0.132332879,0.221311475,0.089159718,0.012397491,0.014008621,0.244068652,Nokia,Nokia Corporation
1476,Nokia N96c,2008-11-01,2008,1477,0.062471389,0.004193611,0.131604011,0.079136691,0.056910569,0.142857143,0.132332879,0.221311475,0.076330981,0.012397491,0.014008621,0.244068652,Nokia,Nokia Corporation
1477,NTT DoCoMo PRO series HT-01A (HTC Raphael 600),2008-11-01,2008,1478,0.140598773,0.008388246,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.221311475,0.089159718,0.013489497,0.024137931,0.620646138,NTT,"NTT DOCOMO, Inc"
1478,O2 Xda Diamond Pro / Xda Serra (HTC Raphael 100),2008-11-01,2008,1479,0.140598773,0.008388246,0.263664231,0.079136691,0.154471545,0.301587302,0.121418827,0.217213115,0.0766517,0.010663127,0.02262931,0.620646138,O2,O2
1479,O2 XDA Zest ( Asus Crystal),2008-11-01,2008,1480,0.062471389,0.004193611,0.311686129,0.079136691,0.154471545,0.301587302,0.1473397,0.217213115,0.066709429,0.012354667,0.013038793,0.600201918,O2,O2
1480,Pharos Traveler 117,2008-11-01,2008,1481,0.062471389,0.004193611,0.199635034,0.079136691,0.154471545,0.301587302,0.140518417,0.262295082,0.057087877,0.01160525,0.01637931,0.600201918,Pharos,Inventec Corporation
1481,Pharos Traveler 127,2008-11-01,2008,1482,0.062471389,0.004193611,0.199635034,0.057553957,0.089430894,0.103174603,0.151432469,0.274590164,0.057087877,0.013660793,0.018318966,0.295053004,Pharos,Inventec Corporation
1482,Pharos Traveler 619,2008-11-01,2008,1483,0.031220435,0.002096294,0.100089641,0.079136691,0.089430894,0.103174603,0.175989086,0.31147541,0.063502245,0.020962251,0.026939655,0.244068652,Pharos,Inventec Corporation
1483,RealAegis  Armor 1000 Series,2008-11-01,2008,1484,0.031220435,0.031878203,0.199635034,0.129496403,0.089430894,0.103174603,0.282401091,0.168032787,0.121231559,0.043551806,0.036637931,0.17617365,RealAegis,Real Aegis Technology Group Limited
1484,RIM BlackBerry Curve 8900 (RIM Javelin),2008-11-01,2008,1485,0.062471389,0.004193611,0.255660581,0.050359712,0.154471545,0.162698413,0.145975443,0.245901639,0.047466325,0.00946406,0.01075431,0.508581524,RIM,BlackBerry Limited
1485,RIM BlackBerry Storm 9530 / 9530T (RIM Thunder),2008-11-01,2008,1486,0.093722343,0.002096294,0.263664231,0.115107914,0.105691057,0.222222222,0.151978172,0.260327869,0.05035279,0.011455367,0.020474138,0.351337708,RIM,BlackBerry Limited
1486,Samsung GT-i7110,2008-11-01,2008,1487,0.062471389,0.004193611,0.164619066,0.064748201,0.056910569,0.142857143,0.12414734,0.282786885,0.043617704,0.007515577,0.014008621,0.276375568,Samsung,Samsung
1487,Samsung GT-i8510 INNOV8 16GB,2008-11-01,2008,1488,0.062471389,0.004193611,0.164619066,0.079136691,0.056910569,0.142857143,0.129331514,0.235655738,0.071199487,0.011690898,0.01637931,0.249116608,Samsung,Samsung
1488,Samsung SCH-i770 Saga,2008-11-01,2008,1489,0.062471389,0.004193611,0.199635034,0.064748201,0.089430894,0.142857143,0.151432469,0.307377049,0.047466325,0.012782905,0.015086207,0.335689046,Samsung,Samsung
1489,Samsung SCH-M490 T*OMNIA,2008-11-01,2008,1490,0.062471389,0.004193611,0.402727644,0.115107914,0.154471545,0.380952381,0.140791269,0.271311475,0.04842848,0.010127829,0.015323276,0.59994952,Samsung,Samsung
1490,Samsung SCH-M495 T*OMNIA,2008-11-01,2008,1491,0.062471389,0.004193611,0.402727644,0.115107914,0.154471545,0.380952381,0.140791269,0.271311475,0.04842848,0.010127829,0.015323276,0.59994952,Samsung,Samsung
1491,Samsung SGH-i617T,2008-11-01,2008,1492,0.062471389,0.004193611,0.129603099,0.050359712,0.089430894,0.103174603,0.148431105,0.266393443,0.042976267,0.009592532,0.012068966,0.308430086,Samsung,Samsung
1492,Samsung SPH-M4800 Ultra Messaging II,2008-11-01,2008,1493,0.062471389,0.004193611,0.311686129,0.057553957,0.089430894,0.142857143,0.14952251,0.274180328,0.043617704,0.010192065,0.013793103,0.336446239,Samsung,Samsung
1493,Simvalley Mobile Smartphone XP-45,2008-11-01,2008,1494,0.031220435,0.002096294,0.199635034,0.050359712,0.056910569,0.142857143,0.125511596,0.229508197,0.060295061,0.008843115,0.010775862,0.308430086,Simvalley,Simvalley Mobile
1494,Simvalley Mobile Smartphone XP-65,2008-11-01,2008,1495,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.14324693,0.245901639,0.076330981,0.015352333,0.011637931,0.249116608,Simvalley,Simvalley Mobile
1495,SoftBank 930SC Omnia,2008-11-01,2008,1496,0.062471389,0.004193611,0.402727644,0.115107914,0.154471545,0.380952381,0.140791269,0.271311475,0.04842848,0.010127829,0.014439655,0.59994952,SoftBank,SoftBank
1496,SoftBank X04HT Touch Diamond (HTC Diamond),2008-11-01,2008,1497,0.093722343,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.121418827,0.217213115,0.033675433,0.003190373,0.010775862,0.620646138,SoftBank,SoftBank
1497,Sprint Touch Pro (HTC Raphael 800),2008-11-01,2008,1498,0.140598773,0.008388246,0.263664231,0.079136691,0.154471545,0.301587302,0.121418827,0.217213115,0.0766517,0.010663127,0.019396552,0.620646138,Sprint,Sprint Corporation
1498,Verizon Touch Pro XV6850 (HTC Raphael 500),2008-11-01,2008,1499,0.093722343,0.008388246,0.263664231,0.079136691,0.154471545,0.301587302,0.121418827,0.217213115,0.0766517,0.010663127,0.019396552,0.620646138,Verizon,Verizon Communications
1499,Blaupunkt TravelPilot 500,2008-12-01,2008,1500,0.062471389,0.125838031,0.249657844,0.18705036,0.154471545,0.119047619,0.227830832,0.303278689,0.08274535,0.035586579,0.039439655,0.21251893,Blaupunkt,Blaupunkt
1500,Datalogic Mobile R Series-10 (R10),2008-12-01,2008,1501,0.062471389,0.002096294,0.259662406,0.625899281,0.284552846,0.281746032,0.746248295,0.725409836,0.512508018,0.136243924,0.090301724,0.451539626,Datalogic,Roper Technologies
1501,Datalogic Mobile R Series-12 (R12),2008-12-01,2008,1502,0.062471389,0.002096294,0.259662406,0.748201439,0.284552846,0.281746032,0.8526603,0.868852459,0.608723541,0.136243924,0.090301724,0.451539626,Datalogic,Roper Technologies
1502,Datalogic Mobile R Series-7 (R7),2008-12-01,2008,1503,0.062471389,0.002096294,0.259662406,0.129496403,0.154471545,0.100198413,0.607094134,0.446721311,0.50609365,0.107083057,0.849137931,0.130742049,Datalogic,Roper Technologies
1503,E-TEN Glofiish DX900,2008-12-01,2008,1504,0.062471389,0.004193611,0.266165371,0.079136691,0.154471545,0.301587302,0.1473397,0.233606557,0.073123797,0.014581504,0.01875,0.600201918,E-TEN,"E-TEN Information Systems Co., Ltd"
1504,E-TEN Glofiish X900,2008-12-01,2008,1505,0.062471389,0.004193611,0.266165371,0.079136691,0.154471545,0.301587302,0.1473397,0.233606557,0.077293137,0.015480804,0.018534483,0.600201918,E-TEN,"E-TEN Information Systems Co., Ltd"
1505,Emobile Dual Diamond S22HT (HTC Rose),2008-12-01,2008,1506,0.124973296,0.004193611,0.263664231,0.050359712,0.056910569,0.142857143,0.100682128,0.275819672,0.067350866,0.008500525,0.017241379,0.308430086,Emobile,Huawei
1506,HKC G920 (SIM Wacke),2008-12-01,2008,1507,0.062471389,0.004193611,0.311686129,0.107913669,0.056910569,0.142857143,0.160982265,0.295081967,0.069916613,0.019399182,0.015517241,0.204442201,HKC,TechFaith Wirelessæ
1507,HTC Touch HD T8285 (HTC Blackstone),2008-12-01,2008,1508,0.140598773,0.008388246,0.263664231,0.151079137,0.154471545,0.380952381,0.15361528,0.270491803,0.037844772,0.00912147,0.01862069,0.50454316,HTC,HTC
1508,LG Incite CT810,2008-12-01,2008,1509,0.062471389,0.004193611,0.263664231,0.09352518,0.056910569,0.182539683,0.135061392,0.237704918,0.050673509,0.008521936,0.012931034,0.281423523,LG,LG Electronics
1509,Meizu M8 miniOne 8GB,2008-12-01,2008,1510,0.124973296,0.125838031,0.333195937,0.122302158,0.154471545,0.341269841,0.14324693,0.241803279,0.037844772,0.006937456,0.0125,0.533064109,Meizu,"Meizu Technology Co., Ltd"
1510,Motorola MOTO VE66,2008-12-01,2008,1511,0.031220435,0.004193611,0.249657844,0.035971223,0.056910569,0.142857143,0.117326057,0.221311475,0.05837075,0.007151575,0.013146552,0.345784957,Motorola,Motorola
1511,Navon N350,2008-12-01,2008,1512,0.031220435,0.001047635,0.197634121,0.129496403,0.089430894,0.103174603,0.255115962,0.118852459,0.101988454,0.027300173,0.00862069,0.17617365,Navon,Navon MIZU
1512,Navon N360,2008-12-01,2008,1513,0.031220435,0.001047635,0.197634121,0.129496403,0.089430894,0.103174603,0.241473397,0.139344262,0.073123797,0.020105775,0.00862069,0.17617365,Navon,Navon MIZU
1513,Nokia N85-2 NAM,2008-12-01,2008,1514,0.062471389,0.004193611,0.184127962,0.064748201,0.056910569,0.142857143,0.118690314,0.221311475,0.063502245,0.008200758,0.014655172,0.276375568,Nokia,Nokia Corporation
1514,NTT DoCoMo PRO series HT-02A (HTC Diamond),2008-12-01,2008,1515,0.093722343,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.121418827,0.217213115,0.04041052,0.004368028,0.010775862,0.620646138,NTT,"NTT DOCOMO, Inc"
1515,QiGi i7,2008-12-01,2008,1516,0.031220435,0.002096294,0.099589413,0.079136691,0.056910569,0.142857143,0.135061392,0.258196721,0.062219371,0.011776545,0.015086207,0.249116608,QiGi,QiGi
1516,RIM BlackBerry Curve 8350i,2008-12-01,2008,1517,0.031220435,0.002096294,0.255660581,0.050359712,0.089430894,0.103174603,0.151432469,0.254098361,0.076330981,0.01002077,0.016163793,0.298334175,RIM,BlackBerry Limited
1517,RoverPC evo V7 (SIM V1),2008-12-01,2008,1518,0.062471389,0.125838031,0.311686129,0.079136691,0.154471545,0.301587302,0.145975443,0.268442623,0.060295061,0.013361026,0.011422414,0.600201918,RoverPC,RoverComputers
1518,RoverPC pro G7 (SIM U1),2008-12-01,2008,1519,0.062471389,0.004193611,0.311686129,0.079136691,0.154471545,0.301587302,0.145975443,0.25,0.069275176,0.014431621,0.018965517,0.600201918,RoverPC,RoverComputers
1519,RoverPC Q7 (TechFaith Bono),2008-12-01,2008,1520,0.062471389,0.003144952,0.259662406,0.09352518,0.154471545,0.380952381,0.14324693,0.278688525,0.092366902,0.020855191,0.022413793,0.674911661,RoverPC,RoverComputers
1520,Samsung GT-i8510L 8GB,2008-12-01,2008,1521,0.062471389,0.004193611,0.164619066,0.079136691,0.056910569,0.142857143,0.129331514,0.235655738,0.071199487,0.011690898,0.017241379,0.249116608,Samsung,Samsung
1521,Samsung SGH-i777 Saga,2008-12-01,2008,1522,0.062471389,0.004193611,0.199635034,0.064748201,0.089430894,0.142857143,0.151432469,0.307377049,0.047466325,0.012782905,0.015086207,0.335689046,Samsung,Samsung
1522,SoftBank X05HT Touch Pro (HTC Raphael),2008-12-01,2008,1523,0.140598773,0.008388246,0.263664231,0.079136691,0.154471545,0.301587302,0.121418827,0.217213115,0.0766517,0.010663127,0.02262931,0.620646138,SoftBank,SoftBank
1523,Trimble Juno SB,2008-12-01,2008,1524,0.062471389,0.002096294,0.266165371,0.129496403,0.056910569,0.142857143,0.184174625,0.327868852,0.1533034,0.051881035,0.036637931,0.17617365,Trimble,Trimble Navigation
1524,Trimble Juno SC,2008-12-01,2008,1525,0.062471389,0.002096294,0.266165371,0.129496403,0.056910569,0.142857143,0.184174625,0.327868852,0.1533034,0.051881035,0.038793103,0.17617365,Trimble,Trimble Navigation
1525,Asus P565,2009-01-01,2009,1526,0.062471389,0.004193611,0.399726275,0.079136691,0.154471545,0.301587302,0.1473397,0.217213115,0.063502245,0.011690898,0.012931034,0.600201918,Asus,Asus
1526,Athesi M3 Black,2009-01-01,2009,1527,0.062471389,0.002096294,0.402727644,0.129496403,0.056910569,0.142857143,0.181446112,0.331967213,0.087876844,0.010598891,0.02262931,0.620646138,Athesi,Mobile Compia
1527,Blaupunkt TravelPilot 700,2009-01-01,2009,1528,0.062471389,0.125838031,0.249657844,0.18705036,0.154471545,0.119047619,0.227830832,0.303278689,0.08274535,0.035586579,0.039439655,0.21251893,Blaupunkt,Blaupunkt
1528,Bluebird Pidion BM-150R CDMA,2009-01-01,2009,1529,0.062471389,0.004193611,0.259662406,0.129496403,0.056910569,0.142857143,0.180900409,0.351639344,0.079538165,0.029441364,0.034698276,0.17617365,Bluebird,Bluebird Soft Inc
1529,Bluebird Pidion BM-150R GSM,2009-01-01,2009,1530,0.062471389,0.004193611,0.259662406,0.129496403,0.056910569,0.142857143,0.180900409,0.351639344,0.079538165,0.029419952,0.028017241,0.17617365,Bluebird,Bluebird Soft Inc
1530,Dopod S610 (HTC Nike),2009-01-01,2009,1531,0.062471389,0.004193611,0.199635034,0.064748201,0.056910569,0.142857143,0.132332879,0.237704918,0.062219371,0.010470419,0.012931034,0.270570419,Dopod,HTC
1531,HKC Mopad 8,2009-01-01,2009,1532,0.062471389,0.125838031,0.311686129,0.107913669,0.056910569,0.142857143,0.148703956,0.274590164,0.04041052,0.009335589,0.015086207,0.204442201,HKC,TechFaith Wirelessæ
1532,Meizu M8 miniOne 16GB,2009-01-01,2009,1533,0.124973296,0.249999232,0.333195937,0.122302158,0.154471545,0.341269841,0.14324693,0.241803279,0.037844772,0.006937456,0.0125,0.533064109,Meizu,"Meizu Technology Co., Ltd"
1533,NDrive S400 (SIM U1),2009-01-01,2009,1534,0.062471389,0.004193611,0.311686129,0.079136691,0.154471545,0.301587302,0.145975443,0.25,0.089159718,0.018821061,0.020474138,0.600201918,NDrive,NDrive
1534,NDrive Touch,2009-01-01,2009,1535,0.031220435,0.001047635,0.185628647,0.129496403,0.089430894,0.103174603,0.249658936,0.118852459,0.04425914,0.019442006,0.017241379,0.21251893,NDrive,NDrive
1535,NDrive Touch XL,2009-01-01,2009,1536,0.031220435,0.001047635,0.185628647,0.18705036,0.154471545,0.119047619,0.315143247,0.12295082,0.050673509,0.011840781,0.010775862,0.17617365,NDrive,NDrive
1536,Nokia N79 Eco,2009-01-01,2009,1537,0.062471389,0.004193611,0.184127962,0.050359712,0.056910569,0.142857143,0.115961801,0.25,0.057087877,0.007879579,0.007974138,0.308430086,Nokia,Nokia Corporation
1537,O2 XDA Flint (HTC Athena 400),2009-01-01,2009,1538,0.062471389,0.004193611,0.311686129,0.237410072,0.219512195,0.222222222,0.249658936,0.346311475,0.063502245,0.03537246,0.067887931,0.288743059,O2,O2
1538,Pharos Traveler 137 (Inventec Montblance 338),2009-01-01,2009,1539,0.124973296,0.008388246,0.263664231,0.129496403,0.154471545,0.380952381,0.148703956,0.278688525,0.04425914,0.010427596,0.017241379,0.560070671,Pharos,Inventec Corporation
1539,T-Mobile Shadow 2009 (HTC Converse 100),2009-01-01,2009,1540,0.062471389,0.004193611,0.129603099,0.064748201,0.056910569,0.142857143,0.12414734,0.221311475,0.057087877,0.007751108,0.019396552,0.276375568,T-Mobile,T-Mobile
1540,Unitech PA968,2009-01-01,2009,1541,0.062471389,0.00524227,0.259662406,0.129496403,0.056910569,0.142857143,0.222373806,0.616803279,0.238614496,0.153330621,0.094827586,0.17617365,Unitech,Unitech Electronics Co Ltd
1541,Dopod Touch HD (HTC Blackstone),2009-02-01,2009,1542,0.140598773,0.008388246,0.263664231,0.151079137,0.154471545,0.380952381,0.15361528,0.270491803,0.037844772,0.00912147,0.018318966,0.50454316,Dopod,HTC
