Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Model B,Release Date B,Release Year B,Model ID B,Company_ID B,Old_ID C,Company C,Company_real C,New_ID C
Mio Moov 500,2008/10/1,2008.75,1440,0.031220435,0.016777517,0.199635034,0.215827338,0.154471545,0.119047619,0.361527967,0.142622951,0.074406671,0.034708691,0.029094828,0.18525997,Mio Moov 500,2008/10/1,2008.75,1440,112,112,Mio,MiTAC International Corp,84
Mio Moov 510,2008/10/1,2008.75,1441,0.031220435,0.016777517,0.199635034,0.215827338,0.154471545,0.119047619,0.361527967,0.142622951,0.075689545,0.035201165,0.029094828,0.18525997,Mio Moov 510,2008/10/1,2008.75,1441,112,112,Mio,MiTAC International Corp,84
Mio Moov 560,2008/10/1,2008.75,1442,0.031220435,0.031878203,0.199635034,0.215827338,0.154471545,0.119047619,0.361527967,0.142622951,0.075689545,0.035201165,0.029094828,0.18525997,Mio Moov 560,2008/10/1,2008.75,1442,112,112,Mio,MiTAC International Corp,84
Mio Moov 580,2008/10/1,2008.75,1443,0.031220435,0.031878203,0.199635034,0.215827338,0.154471545,0.119047619,0.361527967,0.142622951,0.075689545,0.035201165,0.029094828,0.18525997,Mio Moov 580,2008/10/1,2008.75,1443,112,112,Mio,MiTAC International Corp,84
Nokia 5800 / 5800d-1 XpressMusic (Nokia Tube),2008/10/1,2008.75,1444,0.062471389,0.004193611,0.184127962,0.107913669,0.105691057,0.301587302,0.123328786,0.254098361,0.060295061,0.009592532,0.010560345,0.469207471,Nokia 5800 / 5800d-1 XpressMusic (Nokia Tube),2008/10/1,2008.75,1444,122,122,Nokia,Nokia Corporation,92
Nokia N85,2008/10/1,2008.75,1445,0.062471389,0.004193611,0.184127962,0.064748201,0.056910569,0.142857143,0.118690314,0.221311475,0.063502245,0.008200758,0.014655172,0.276375568,Nokia N85,2008/10/1,2008.75,1445,122,122,Nokia,Nokia Corporation,92
O2 XDA Mantle (HTC Sedna 100),2008/10/1,2008.75,1446,0.062471389,0.004193611,0.199635034,0.129496403,0.056910569,0.142857143,0.181173261,0.362295082,0.092366902,0.034515984,0.034482759,0.17617365,O2 XDA Mantle (HTC Sedna 100),2008/10/1,2008.75,1446,125,125,O2,O2,95
Palm Centro 690 CDMA,2008/10/1,2008.75,1447,0.031220435,0.003144952,0.15561496,0.043165468,0.089430894,0.142857143,0.128240109,0.23852459,0.080179602,0.01340385,0.012715517,0.395254922,Palm Centro 690 CDMA,2008/10/1,2008.75,1447,136,136,Palm,Palm,102
RIM BlackBerry Pearl Flip 8220 (RIM Kickstart),2008/10/1,2008.75,1448,0.031220435,0.002096294,0.15561496,0.064748201,0.056910569,0.142857143,0.118690314,0.213114754,0.073123797,0.009485472,0.009051724,0.276375568,RIM BlackBerry Pearl Flip 8220 (RIM Kickstart),2008/10/1,2008.75,1448,151,151,RIM,BlackBerry Limited,21
Samsung GT-i8510 INNOV8 8GB,2008/10/1,2008.75,1449,0.062471389,0.004193611,0.164619066,0.079136691,0.056910569,0.142857143,0.129331514,0.235655738,0.071199487,0.011690898,0.01637931,0.249116608,Samsung GT-i8510 INNOV8 8GB,2008/10/1,2008.75,1449,156,156,Samsung,Samsung,113
Samsung SGH-i740C,2008/10/1,2008.75,1450,0.031220435,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.14324693,0.237704918,0.050032072,0.009357001,0.00862069,0.249116608,Samsung SGH-i740C,2008/10/1,2008.75,1450,156,156,Samsung,Samsung,113
Samsung SGH-i900L,2008/10/1,2008.75,1451,0.062471389,0.004193611,0.311686129,0.107913669,0.12195122,0.103174603,0.137517053,0.258196721,0.041051956,0.007622637,0.013362069,0.257193337,Samsung SGH-i900L,2008/10/1,2008.75,1451,156,156,Samsung,Samsung,113
Samsung SGH-i907 Epix,2008/10/1,2008.75,1452,0.062471389,0.004193611,0.112095115,0.057553957,0.089430894,0.142857143,0.14952251,0.274180328,0.04425914,0.010341948,0.014008621,0.336446239,Samsung SGH-i907 Epix,2008/10/1,2008.75,1452,156,156,Samsung,Samsung,113
Sony Ericsson Xperia X1 / X1i / X1c (SE Venus),2008/10/1,2008.75,1453,0.124973296,0.008388246,0.263664231,0.09352518,0.154471545,0.380952381,0.125784447,0.25204918,0.069916613,0.01171231,0.02112069,0.674911661,Sony Ericsson Xperia X1 / X1i / X1c (SE Venus),2008/10/1,2008.75,1453,213,213,Sony Ericsson,Sony Ericsson,124
T-Mobile G1 (HTC Dream 100),2008/10/1,2008.75,1454,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968,T-Mobile G1 (HTC Dream 100),2008/10/1,2008.75,1454,174,174,T-Mobile,T-Mobile,128
TechFaith Pebble,2008/10/1,2008.75,1455,0.031220435,0.002096294,0.100089641,0.050359712,0.089430894,0.103174603,0.165075034,0.313934426,0.053880693,0.016679871,0.021551724,0.301615346,TechFaith Pebble,2008/10/1,2008.75,1455,177,177,TechFaith,TechFaith Wireless?,131
AnyDATA ASP-505A,2008/11/1,2008.833333,1456,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.140518417,0.217213115,0.052597819,0.00867182,0.012931034,0.249116608,AnyDATA ASP-505A,2008/11/1,2008.833333,1456,13,13,AnyDATA,Anydata Corporation,9
AT_T HTC Fuze (HTC Raphael 110),2008/11/1,2008.833333,1457,0.140598773,0.008388246,0.263664231,0.079136691,0.154471545,0.301587302,0.121418827,0.217213115,0.076330981,0.030790313,0.036422414,0.17617365,AT_T HTC Fuze (HTC Raphael 110),2008/11/1,2008.833333,1457,19,19,AT_T,AT&T,15
Dopod Touch T3238 (HTC Jade 100),2008/11/1,2008.833333,1458,0.093722343,0.004193611,0.263664231,0.079136691,0.056910569,0.142857143,0.12851296,0.217213115,0.053880693,0.007536989,0.007758621,0.254164563,Dopod Touch T3238 (HTC Jade 100),2008/11/1,2008.833333,1458,53,53,Dopod,HTC,61
Dopod Touch Viva T2222 (HTC Opal 100),2008/11/1,2008.833333,1459,0.062471389,0.004193611,0.100089641,0.079136691,0.056910569,0.142857143,0.14324693,0.227459016,0.061898653,0.011348307,0.010775862,0.254164563,Dopod Touch Viva T2222 (HTC Opal 100),2008/11/1,2008.833333,1459,53,53,Dopod,HTC,61
Hewlett-Packard iPAQ Data Messenger,2008/11/1,2008.833333,1460,0.062471389,0.004193611,0.263664231,0.079136691,0.056910569,0.142857143,0.137789905,0.266393443,0.07248236,0.014774212,0.021551724,0.247097426,Hewlett-Packard iPAQ Data Messenger,2008/11/1,2008.833333,1460,77,77,Hewlett-Packard,Hewlett-Packard,58
Hewlett-Packard iPAQ Voice Messenger (HP Silver),2008/11/1,2008.833333,1461,0.062471389,0.004193611,0.263664231,0.050359712,0.056910569,0.142857143,0.118690314,0.266393443,0.048107761,0.007151575,0.01012931,0.308430086,Hewlett-Packard iPAQ Voice Messenger (HP Silver),2008/11/1,2008.833333,1461,77,77,Hewlett-Packard,Hewlett-Packard,58
HTC MAX 4G T8290 (HTC Quartz),2008/11/1,2008.833333,1462,0.140598773,0.004193611,0.263664231,0.151079137,0.154471545,0.380952381,0.154433834,0.264344262,0.050032072,0.011862193,0.019612069,0.50454316,HTC MAX 4G T8290 (HTC Quartz),2008/11/1,2008.833333,1462,83,83,HTC,HTC,61
HTC MAX 4G T8290 (HTC Quartz) ,2008/11/1,2008.833333,1463,0.140598773,0.004193611,0.263664231,0.151079137,0.154471545,0.380952381,0.154433834,0.264344262,0.050032072,0.011862193,0.019612069,0.50454316,HTC MAX 4G T8290 (HTC Quartz) ,2008/11/1,2008.833333,1463,83,83,HTC,HTC,61
HTC S740 (HTC Rose 100),2008/11/1,2008.833333,1464,0.124973296,0.004193611,0.263664231,0.050359712,0.056910569,0.142857143,0.100682128,0.275819672,0.067350866,0.008500525,0.017241379,0.308430086,HTC S740 (HTC Rose 100),2008/11/1,2008.833333,1464,83,83,HTC,HTC,61
HTC Touch 3G T3232 (HTC Jade 100),2008/11/1,2008.833333,1465,0.093722343,0.004193611,0.263664231,0.079136691,0.056910569,0.142857143,0.12851296,0.217213115,0.053880693,0.007536989,0.007758621,0.254164563,HTC Touch 3G T3232 (HTC Jade 100),2008/11/1,2008.833333,1465,83,83,HTC,HTC,61
HTC Touch Viva T2223 (HTC Opal 100),2008/11/1,2008.833333,1466,0.062471389,0.004193611,0.100089641,0.079136691,0.056910569,0.142857143,0.14324693,0.227459016,0.061898653,0.011348307,0.010775862,0.254164563,HTC Touch Viva T2223 (HTC Opal 100),2008/11/1,2008.833333,1466,83,83,HTC,HTC,61
ICD Velocity Mobile 111,2008/11/1,2008.833333,1467,0.062471389,0.004193611,0.263664231,0.057553957,0.089430894,0.103174603,0.151432469,0.274590164,0.057087877,0.013660793,0.018318966,0.298334175,ICD Velocity Mobile 111,2008/11/1,2008.833333,1467,89,89,ICD,Inventec Corporation,71
Mio C728 Digi-Walker,2008/11/1,2008.833333,1468,0.031220435,0.031878203,0.199635034,0.381294964,0.284552846,0.222222222,0.478854025,0.303278689,0.108402822,0.100807229,0.068965517,0.22387683,Mio C728 Digi-Walker,2008/11/1,2008.833333,1468,112,112,Mio,MiTAC International Corp,84
Navon N250,2008/11/1,2008.833333,1469,0.031220435,0.001047635,0.197634121,0.129496403,0.089430894,0.103174603,0.255661664,0.119672131,0.073123797,0.019913068,0.00862069,0.17617365,Navon N250,2008/11/1,2008.833333,1469,119,119,Navon,Navon MIZU,89
Navon N450,2008/11/1,2008.833333,1470,0.031220435,0.001047635,0.197634121,0.18705036,0.154471545,0.119047619,0.298772169,0.12704918,0.076330981,0.026315226,0.026939655,0.21251893,Navon N450,2008/11/1,2008.833333,1470,119,119,Navon,Navon MIZU,89
Navon N460,2008/11/1,2008.833333,1471,0.031220435,0.001047635,0.197634121,0.18705036,0.154471545,0.119047619,0.320600273,0.143442623,0.073123797,0.029591247,0.026939655,0.21251893,Navon N460,2008/11/1,2008.833333,1471,119,119,Navon,Navon MIZU,89
Navon N550,2008/11/1,2008.833333,1472,0.031220435,0.001047635,0.199635034,0.18705036,0.154471545,0.119047619,0.299317872,0.129918033,0.073123797,0.025694281,0.023706897,0.21251893,Navon N550,2008/11/1,2008.833333,1472,119,119,Navon,Navon MIZU,89
NDrive G280S,2008/11/1,2008.833333,1473,0.031220435,0.001047635,0.185628647,0.129496403,0.089430894,0.103174603,0.227830832,0.106557377,0.08274535,0.01802882,0.017241379,0.17617365,NDrive G280S,2008/11/1,2008.833333,1473,120,120,NDrive,NDrive,90
Nokia 6650-2 fold,2008/11/1,2008.833333,1474,0.031220435,0.002096294,0.184127962,0.035971223,0.056910569,0.142857143,0.111323329,0.207786885,0.064785119,0.006916044,0.011206897,0.345784957,Nokia 6650-2 fold,2008/11/1,2008.833333,1474,122,122,Nokia,Nokia Corporation,92
Nokia E63,2008/11/1,2008.833333,1475,0.062471389,0.004193611,0.184127962,0.050359712,0.089430894,0.103174603,0.14324693,0.262295082,0.04425914,0.00912147,0.014224138,0.315244826,Nokia E63,2008/11/1,2008.833333,1475,122,122,Nokia,Nokia Corporation,92
Nokia N96-3 NAM,2008/11/1,2008.833333,1476,0.062471389,0.004193611,0.131604011,0.079136691,0.056910569,0.142857143,0.132332879,0.221311475,0.089159718,0.012397491,0.014008621,0.244068652,Nokia N96-3 NAM,2008/11/1,2008.833333,1476,122,122,Nokia,Nokia Corporation,92
Nokia N96c,2008/11/1,2008.833333,1477,0.062471389,0.004193611,0.131604011,0.079136691,0.056910569,0.142857143,0.132332879,0.221311475,0.076330981,0.012397491,0.014008621,0.244068652,Nokia N96c,2008/11/1,2008.833333,1477,122,122,Nokia,Nokia Corporation,92
NTT DoCoMo PRO series HT-01A (HTC Raphael 600),2008/11/1,2008.833333,1478,0.140598773,0.008388246,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.221311475,0.089159718,0.013489497,0.024137931,0.620646138,NTT DoCoMo PRO series HT-01A (HTC Raphael 600),2008/11/1,2008.833333,1478,124,124,NTT,"NTT DOCOMO, Inc",94
O2 Xda Diamond Pro / Xda Serra (HTC Raphael 100),2008/11/1,2008.833333,1479,0.140598773,0.008388246,0.263664231,0.079136691,0.154471545,0.301587302,0.121418827,0.217213115,0.0766517,0.010663127,0.02262931,0.620646138,O2 Xda Diamond Pro / Xda Serra (HTC Raphael 100),2008/11/1,2008.833333,1479,125,125,O2,O2,95
O2 XDA Zest ( Asus Crystal),2008/11/1,2008.833333,1480,0.062471389,0.004193611,0.311686129,0.079136691,0.154471545,0.301587302,0.1473397,0.217213115,0.066709429,0.012354667,0.013038793,0.600201918,O2 XDA Zest ( Asus Crystal),2008/11/1,2008.833333,1480,125,125,O2,O2,95
Pharos Traveler 117,2008/11/1,2008.833333,1481,0.062471389,0.004193611,0.199635034,0.079136691,0.154471545,0.301587302,0.140518417,0.262295082,0.057087877,0.01160525,0.01637931,0.600201918,Pharos Traveler 117,2008/11/1,2008.833333,1481,140,140,Pharos,Inventec Corporation,71
Pharos Traveler 127,2008/11/1,2008.833333,1482,0.062471389,0.004193611,0.199635034,0.057553957,0.089430894,0.103174603,0.151432469,0.274590164,0.057087877,0.013660793,0.018318966,0.295053004,Pharos Traveler 127,2008/11/1,2008.833333,1482,140,140,Pharos,Inventec Corporation,71
Pharos Traveler 619,2008/11/1,2008.833333,1483,0.031220435,0.002096294,0.100089641,0.079136691,0.089430894,0.103174603,0.175989086,0.31147541,0.063502245,0.020962251,0.026939655,0.244068652,Pharos Traveler 619,2008/11/1,2008.833333,1483,140,140,Pharos,Inventec Corporation,71
RealAegis  Armor 1000 Series,2008/11/1,2008.833333,1484,0.031220435,0.031878203,0.199635034,0.129496403,0.089430894,0.103174603,0.282401091,0.168032787,0.121231559,0.043551806,0.036637931,0.17617365,RealAegis  Armor 1000 Series,2008/11/1,2008.833333,1484,149,149,RealAegis,Real Aegis Technology Group Limited,108
RIM BlackBerry Curve 8900 (RIM Javelin),2008/11/1,2008.833333,1485,0.062471389,0.004193611,0.255660581,0.050359712,0.154471545,0.162698413,0.145975443,0.245901639,0.047466325,0.00946406,0.01075431,0.508581524,RIM BlackBerry Curve 8900 (RIM Javelin),2008/11/1,2008.833333,1485,151,151,RIM,BlackBerry Limited,21
RIM BlackBerry Storm 9530 / 9530T (RIM Thunder),2008/11/1,2008.833333,1486,0.093722343,0.002096294,0.263664231,0.115107914,0.105691057,0.222222222,0.151978172,0.260327869,0.05035279,0.011455367,0.020474138,0.351337708,RIM BlackBerry Storm 9530 / 9530T (RIM Thunder),2008/11/1,2008.833333,1486,151,151,RIM,BlackBerry Limited,21
Samsung GT-i7110,2008/11/1,2008.833333,1487,0.062471389,0.004193611,0.164619066,0.064748201,0.056910569,0.142857143,0.12414734,0.282786885,0.043617704,0.007515577,0.014008621,0.276375568,Samsung GT-i7110,2008/11/1,2008.833333,1487,156,156,Samsung,Samsung,113
Samsung GT-i8510 INNOV8 16GB,2008/11/1,2008.833333,1488,0.062471389,0.004193611,0.164619066,0.079136691,0.056910569,0.142857143,0.129331514,0.235655738,0.071199487,0.011690898,0.01637931,0.249116608,Samsung GT-i8510 INNOV8 16GB,2008/11/1,2008.833333,1488,156,156,Samsung,Samsung,113
Samsung SCH-i770 Saga,2008/11/1,2008.833333,1489,0.062471389,0.004193611,0.199635034,0.064748201,0.089430894,0.142857143,0.151432469,0.307377049,0.047466325,0.012782905,0.015086207,0.335689046,Samsung SCH-i770 Saga,2008/11/1,2008.833333,1489,156,156,Samsung,Samsung,113
Samsung SCH-M490 T*OMNIA,2008/11/1,2008.833333,1490,0.062471389,0.004193611,0.402727644,0.115107914,0.154471545,0.380952381,0.140791269,0.271311475,0.04842848,0.010127829,0.015323276,0.59994952,Samsung SCH-M490 T*OMNIA,2008/11/1,2008.833333,1490,156,156,Samsung,Samsung,113
Samsung SCH-M495 T*OMNIA,2008/11/1,2008.833333,1491,0.062471389,0.004193611,0.402727644,0.115107914,0.154471545,0.380952381,0.140791269,0.271311475,0.04842848,0.010127829,0.015323276,0.59994952,Samsung SCH-M495 T*OMNIA,2008/11/1,2008.833333,1491,156,156,Samsung,Samsung,113
Samsung SGH-i617T,2008/11/1,2008.833333,1492,0.062471389,0.004193611,0.129603099,0.050359712,0.089430894,0.103174603,0.148431105,0.266393443,0.042976267,0.009592532,0.012068966,0.308430086,Samsung SGH-i617T,2008/11/1,2008.833333,1492,156,156,Samsung,Samsung,113
Samsung SPH-M4800 Ultra Messaging II,2008/11/1,2008.833333,1493,0.062471389,0.004193611,0.311686129,0.057553957,0.089430894,0.142857143,0.14952251,0.274180328,0.043617704,0.010192065,0.013793103,0.336446239,Samsung SPH-M4800 Ultra Messaging II,2008/11/1,2008.833333,1493,156,156,Samsung,Samsung,113
Simvalley Mobile Smartphone XP-45,2008/11/1,2008.833333,1494,0.031220435,0.002096294,0.199635034,0.050359712,0.056910569,0.142857143,0.125511596,0.229508197,0.060295061,0.008843115,0.010775862,0.308430086,Simvalley Mobile Smartphone XP-45,2008/11/1,2008.833333,1494,163,163,Simvalley,Simvalley Mobile,120
Simvalley Mobile Smartphone XP-65,2008/11/1,2008.833333,1495,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.14324693,0.245901639,0.076330981,0.015352333,0.011637931,0.249116608,Simvalley Mobile Smartphone XP-65,2008/11/1,2008.833333,1495,163,163,Simvalley,Simvalley Mobile,120
SoftBank 930SC Omnia,2008/11/1,2008.833333,1496,0.062471389,0.004193611,0.402727644,0.115107914,0.154471545,0.380952381,0.140791269,0.271311475,0.04842848,0.010127829,0.014439655,0.59994952,SoftBank 930SC Omnia,2008/11/1,2008.833333,1496,166,166,SoftBank,SoftBank,122
SoftBank X04HT Touch Diamond (HTC Diamond),2008/11/1,2008.833333,1497,0.093722343,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.121418827,0.217213115,0.033675433,0.003190373,0.010775862,0.620646138,SoftBank X04HT Touch Diamond (HTC Diamond),2008/11/1,2008.833333,1497,166,166,SoftBank,SoftBank,122
Sprint Touch Pro (HTC Raphael 800),2008/11/1,2008.833333,1498,0.140598773,0.008388246,0.263664231,0.079136691,0.154471545,0.301587302,0.121418827,0.217213115,0.0766517,0.010663127,0.019396552,0.620646138,Sprint Touch Pro (HTC Raphael 800),2008/11/1,2008.833333,1498,169,169,Sprint,Sprint Corporation,126
Verizon Touch Pro XV6850 (HTC Raphael 500),2008/11/1,2008.833333,1499,0.093722343,0.008388246,0.263664231,0.079136691,0.154471545,0.301587302,0.121418827,0.217213115,0.0766517,0.010663127,0.019396552,0.620646138,Verizon Touch Pro XV6850 (HTC Raphael 500),2008/11/1,2008.833333,1499,196,196,Verizon,Verizon Communications,143
Blaupunkt TravelPilot 500,2008/12/1,2008.916667,1500,0.062471389,0.125838031,0.249657844,0.18705036,0.154471545,0.119047619,0.227830832,0.303278689,0.08274535,0.035586579,0.039439655,0.21251893,Blaupunkt TravelPilot 500,2008/12/1,2008.916667,1500,27,27,Blaupunkt,Blaupunkt,22
Datalogic Mobile R Series-10 (R10),2008/12/1,2008.916667,1501,0.062471389,0.002096294,0.259662406,0.625899281,0.284552846,0.281746032,0.746248295,0.725409836,0.512508018,0.136243924,0.090301724,0.451539626,Datalogic Mobile R Series-10 (R10),2008/12/1,2008.916667,1501,47,47,Datalogic,Roper Technologies,110
Datalogic Mobile R Series-12 (R12),2008/12/1,2008.916667,1502,0.062471389,0.002096294,0.259662406,0.748201439,0.284552846,0.281746032,0.8526603,0.868852459,0.608723541,0.136243924,0.090301724,0.451539626,Datalogic Mobile R Series-12 (R12),2008/12/1,2008.916667,1502,47,47,Datalogic,Roper Technologies,110
Datalogic Mobile R Series-7 (R7),2008/12/1,2008.916667,1503,0.062471389,0.002096294,0.259662406,0.129496403,0.154471545,0.100198413,0.607094134,0.446721311,0.50609365,0.107083057,0.849137931,0.130742049,Datalogic Mobile R Series-7 (R7),2008/12/1,2008.916667,1503,47,47,Datalogic,Roper Technologies,110
E-TEN Glofiish DX900,2008/12/1,2008.916667,1504,0.062471389,0.004193611,0.266165371,0.079136691,0.154471545,0.301587302,0.1473397,0.233606557,0.073123797,0.014581504,0.01875,0.600201918,E-TEN Glofiish DX900,2008/12/1,2008.916667,1504,55,55,E-TEN,"E-TEN Information Systems Co., Ltd",43
E-TEN Glofiish X900,2008/12/1,2008.916667,1505,0.062471389,0.004193611,0.266165371,0.079136691,0.154471545,0.301587302,0.1473397,0.233606557,0.077293137,0.015480804,0.018534483,0.600201918,E-TEN Glofiish X900,2008/12/1,2008.916667,1505,55,55,E-TEN,"E-TEN Information Systems Co., Ltd",43
Emobile Dual Diamond S22HT (HTC Rose),2008/12/1,2008.916667,1506,0.124973296,0.004193611,0.263664231,0.050359712,0.056910569,0.142857143,0.100682128,0.275819672,0.067350866,0.008500525,0.017241379,0.308430086,Emobile Dual Diamond S22HT (HTC Rose),2008/12/1,2008.916667,1506,57,57,Emobile,Huawei,62
HKC G920 (SIM Wacke),2008/12/1,2008.916667,1507,0.062471389,0.004193611,0.311686129,0.107913669,0.056910569,0.142857143,0.160982265,0.295081967,0.069916613,0.019399182,0.015517241,0.204442201,HKC G920 (SIM Wacke),2008/12/1,2008.916667,1507,80,80,HKC,TechFaith Wireless?,131
HTC Touch HD T8285 (HTC Blackstone),2008/12/1,2008.916667,1508,0.140598773,0.008388246,0.263664231,0.151079137,0.154471545,0.380952381,0.15361528,0.270491803,0.037844772,0.00912147,0.01862069,0.50454316,HTC Touch HD T8285 (HTC Blackstone),2008/12/1,2008.916667,1508,83,83,HTC,HTC,61
LG Incite CT810,2008/12/1,2008.916667,1509,0.062471389,0.004193611,0.263664231,0.09352518,0.056910569,0.182539683,0.135061392,0.237704918,0.050673509,0.008521936,0.012931034,0.281423523,LG Incite CT810,2008/12/1,2008.916667,1509,103,103,LG,LG Electronics,77
Meizu M8 miniOne 8GB,2008/12/1,2008.916667,1510,0.124973296,0.125838031,0.333195937,0.122302158,0.154471545,0.341269841,0.14324693,0.241803279,0.037844772,0.006937456,0.0125,0.533064109,Meizu M8 miniOne 8GB,2008/12/1,2008.916667,1510,108,108,Meizu,"Meizu Technology Co., Ltd",80
Motorola MOTO VE66,2008/12/1,2008.916667,1511,0.031220435,0.004193611,0.249657844,0.035971223,0.056910569,0.142857143,0.117326057,0.221311475,0.05837075,0.007151575,0.013146552,0.345784957,Motorola MOTO VE66,2008/12/1,2008.916667,1511,116,116,Motorola,Motorola,87
Navon N350,2008/12/1,2008.916667,1512,0.031220435,0.001047635,0.197634121,0.129496403,0.089430894,0.103174603,0.255115962,0.118852459,0.101988454,0.027300173,0.00862069,0.17617365,Navon N350,2008/12/1,2008.916667,1512,119,119,Navon,Navon MIZU,89
Navon N360,2008/12/1,2008.916667,1513,0.031220435,0.001047635,0.197634121,0.129496403,0.089430894,0.103174603,0.241473397,0.139344262,0.073123797,0.020105775,0.00862069,0.17617365,Navon N360,2008/12/1,2008.916667,1513,119,119,Navon,Navon MIZU,89
